,screenName,description,location,text,Unnamed: 0,topic
25,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"The collection of nearly 10,000 brains, taken without consent from patients who died in Denmark's psychiatric hospitals over four decades, are untouched by modern medicine.

They're a valuable medical resource -- and an ethical dilemma. https://t.co/6rkN95m7BS",1278.0,health
26,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,Justice Sonia Sotomayor has rejected a request that the Supreme Court block New York City’s public sector Covid-19 vaccine requirement as it applies to employees with who have religious objections to the vaccine https://t.co/96KAerjjQv,1535.0,health
27,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"A deadly outbreak of listeria in six states has been linked to contaminated deli meat and cheese, the US Centers for Disease Control and Prevention said.
https://t.co/B0bQX3MZDw",1552.0,health
28,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"Health officials are worried about a possible surge in respiratory illnesses this winter, and they are urging people who are not up-to-date on their Covid-19 shots to get vaccinated as soon as possible https://t.co/cvIQp6ZgLV",1559.0,health
29,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"A deadly outbreak of listeria in six states has been linked to contaminated deli meat and cheese, the US Centers for Disease Control and Prevention said.
https://t.co/I4qh6VbzgF",1586.0,health
30,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"Average daily screen use by children during the Covid-19 pandemic increased by more than an hour and twenty minutes, according to a new analysis https://t.co/AEuxJEDNj1",1818.0,health
31,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"Apple has said that shipments of its latest lineup of iPhones will be ""temporarily impacted"" by Covid restrictions in China, adding that ""customers will experience longer wait times to receive their new products.” https://t.co/XDOxqfmG8z",1878.0,health
32,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"Paxlovid, the antiviral pill that reduces the risk of hospitalization and death from Covid-19, also reduces the risk of long Covid, according to a new study. https://t.co/wEgZOBam4m",1898.0,health
33,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"Parents and caregivers should not use infant head-shaping pillows meant to change an infant’s head shape or that claim to treat a medical condition, the US Food and Drug Administration says. https://t.co/raNimMvktR",2103.0,health
34,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"Deaths caused by alcohol use in the United States spiked during the Covid-19 pandemic, killing more than 49,000 people in 2020 https://t.co/sOcmYeSHlJ",2138.0,health
35,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,Pfizer and BioNTech said Friday that the immune responses against Omicron BA.4/BA.5 subvariants were “substantially higher” in people who got its new bivalent booster compared with people who received the companies’ original Covid-19 vaccine https://t.co/KPwYVYSupl,2141.0,health
36,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"Tedious manual work, poor hygiene and lack of access to medical care – such are the conditions awaiting US basketball star Brittney Griner in a Russian penal colony after she lost her appeal last week against a nine-year drug sentence https://t.co/WKoBqv9SOS",2147.0,health
37,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"Deaths caused by alcohol use in the United States spiked during the Covid-19 pandemic, killing more than 49,000 people in 2020 https://t.co/U1GlOAMtsF",2168.0,health
38,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"RSV hospitalizations were significantly higher than normal again last week amid a respiratory virus season that’s hitting the United States earlier and harder than usual, according to new data published. https://t.co/GpnDdCLPVQ",2174.0,health
39,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"What’s the benefit of the flu vaccine, and when should you get it? CNN Medical Analyst @DrLeanaWen answers those questions and more. https://t.co/fjvhWH8YdC",2185.0,health
40,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"Parents and caregivers should not use infant head-shaping pillows meant to change an infant’s head shape or that claim to treat a medical condition, the US Food and Drug Administration says. https://t.co/JRnyxeX0tb",2187.0,health
41,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"CNN's @drsanjaygupta reports on a new study that finds a single dose of a synthetic version of the mind-altering component of magic mushrooms, psilocybin, improved depression in people with a treatment-resistant form of the disease. Watch: https://t.co/V6NvWG9Ok7 #CNNThisMorning",2265.0,health
42,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"A single dose of a synthetic version of the mind-altering component of magic mushrooms, psilocybin, improved depression in people with a treatment-resistant form of the disease, a new study found. https://t.co/4mcnOjjd8a",2288.0,health
43,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,The family of a 20-year-old Black man who was experiencing a mental health crisis when he was fatally shot by police is suing the city of Detroit and five police officers https://t.co/EEIP01yJ02,2388.0,health
44,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"Here are 5⃣ things you need to know today 👇
1⃣ Parkland massacre hearing

2⃣ Pfizer to seek approval for RSV vaccine

3⃣ Iran preparing to send additional weapons to Russia

4⃣ Interest rate hike expected

5⃣ SpaceX’s Falcon Heavy returns to earth
https://t.co/6cZIRzH1Cx",2389.0,health
45,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"CVS, Walgreens and Walmart have tentatively agreed to pay at least $12 billion to settle a number of lawsuits alleging the retailers mishandled prescriptions of opioid painkillers, according to reports from Bloomberg and Reuters
https://t.co/LBfTzLBs8L",2394.0,health
46,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"People in the US with high blood pressure saw their levels rise during the first eight months of the Covid-19 pandemic, a new study says https://t.co/6cenrGbPZx",2410.0,health
47,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"Pfizer says it has enough promising data on its respiratory syncytial virus, or RSV, vaccine designed to protect newborns that it will end enrollment in the study and submit for US Food and Drug Administration approval by the end of the year https://t.co/yDq27b3t3f",2481.0,health
48,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"There may be a light ahead: After decades of disappointment, four new RSV vaccines may be nearing review by the US Food and Drug Administration, and more than a dozen others are in testing. https://t.co/dQYazHuavS",2592.0,health
49,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"Less than three months after welcoming twin boys, Amanda and Ed Bystran lost one of them to RSV – now they are hoping their other son recovers from the same virus.
https://t.co/znFpao0ghh",2600.0,health
50,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"When ""Goodfellas"" star Michael Imperioli arrived to an ER after an on-set injury, he says nurses thought he was severely injured when they saw the fake blood on him: ""They think I'm delirious, talking about Robert De Niro"" https://t.co/Kl3aMjCK1O",2650.0,health
51,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"""What should be a simple decision about medical best practice has been turned into a Gordian knot of not just health, but also policy, politics, technology and bodily autonomy,"" writes Megan Ranney | Opinion
https://t.co/yvpxDUOmti",2664.0,health
52,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"Fourth- and eighth-graders fell behind in reading and had the largest ever decline in math, according to a national educational assessment showing the devastating effect of the Covid-19 pandemic on America’s children.
https://t.co/l4PGOrHmTj https://t.co/3FNvAERpbC",2673.0,health
53,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"Less than three months after welcoming twin boys, Amanda and Ed Bystran lost one of them to RSV – now they are hoping their other son recovers from the same virus.
https://t.co/b7KHvWDNxi",2697.0,health
54,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"Black and Hispanic adults who go into cardiac arrest in public are less likely to receive CPR from anyone standing by before a medical team arrives, a new study finds https://t.co/fmjaa3SLL9",2708.0,health
55,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"Black and Hispanic adults who go into cardiac arrest in public are less likely to receive CPR from anyone standing by before a medical team arrives, a new study finds https://t.co/6zN1BxVA5B",2792.0,health
56,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"“Scrabble variants” are taking over.

Omicron BA.5 is no longer dominant in the US. Instead, new variant offshoots are now responsible for the majority of new Covid-19 infections. https://t.co/X7WFbWz4hy",2801.0,health
57,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"In an interview with @jaketapper, Dr. Anthony Fauci responds to anti-science comments around Covid-19, including Arizona Republican gubernatorial candidate Kari Lake's remarks about ivermectin. Watch: https://t.co/tLS2r0TDT5",2805.0,health
58,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"As the U.S. battles three viruses – covid, flu and R.S.V. — Dr. Anthony Fauci joins Jake to share ways to keep your family healthy. CNN Tonight with @JakeTapper airs live – tonight at 9 p.m. ET https://t.co/4oWdhXKWg2",2826.0,health
59,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"The man who allegedly attacked House Speaker Nancy Pelosi’s husband early Friday posted memes and conspiracy theories on Facebook about Covid vaccines, the 2020 election and the January 6, 2021, attack on the Capitol https://t.co/T7RwQQese9",2842.0,health
60,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"Knowing you have higher than normal blood pressure — and taking medications daily to treat it — may be one key to avoiding dementia in later life, a new study found https://t.co/HWYf9xSaac",2855.0,health
61,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"Black and Hispanic adults who go into cardiac arrest in public are less likely to receive CPR from anyone standing by before a medical team arrives, a new study finds https://t.co/G0KuP4SNcY",2896.0,health
62,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"Black and Hispanic adults who go into cardiac arrest in public are less likely to receive CPR from anyone standing by before a medical team arrives, a new study finds https://t.co/yIebrHFYBR",2911.0,health
63,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"Chile’s 2022 flu season started much earlier than usual and brought more hospitalizations than during the pandemic, but the effectiveness of the vaccine against hospitalization was estimated to be almost 50%, according to a new study published by the CDC https://t.co/YDDgauUzzm",2958.0,health
64,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"People of color – especially Black and Hispanic people – were less likely to receive Paxlovid and other Covid-19 treatments, according to a CDC study https://t.co/jzOjT1ZhmV",2963.0,health
65,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"Boxing world champion Tyson Fury recorded ""Sweet Caroline"" by Neil Diamond for a men's mental health charity https://t.co/46fxDTSME5",3059.0,health
66,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,Roughly 37 million bottles of Pine-Sol products have been recalled because they could contain a potentially harmful bacteria. https://t.co/JbU5ofsDsF,3119.0,health
67,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"Most people feel socially connected as Covid-19 precautions ease, but many still need support, a new survey finds https://t.co/GuN0Fm566Q",3131.0,health
68,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"New ads promoting the Covid-19 vaccines are making their debut this week, targeting specific communities that have had a slow uptake of the updated shots.
https://t.co/rgZBrlhZt8",3236.0,health
69,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,Veteran journalist @realBobWoodward talks to CNN’s @jaketapper about asking former President Donald Trump if the Covid-19 pandemic was “the leadership test of a lifetime.” https://t.co/lWtCicEYFD,3276.0,health
70,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"People who reported experiencing side effects to the Pfizer/BioNTech and Moderna Covid-19 vaccines such as fever, chills or muscle pain tended to have a greater antibody response following vaccination, according to new research https://t.co/WkoNNQaLXV",3310.0,health
71,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,CNN reporter @RosaFlores speaks with a father whose infant is being treated for the respiratory virus known as RSV. Hear his warning to other parents here: https://t.co/fFaCJCcNG9,3325.0,health
72,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"Fourth- and eighth-graders fell behind in reading and had the largest ever decline in math, according to a national educational assessment showing the devastating effect of the Covid-19 pandemic on America’s children. https://t.co/b8jCHmkllY",3331.0,health
73,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"The seditious conspiracy trial against members of the right-wing militia group Oath Keepers has been delayed after the group's leader, Stewart Rhodes, has tested positive for Covid. https://t.co/GaG5HAwvFZ",3335.0,health
74,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"Here are 5️⃣ things you need to know today:

1️⃣ UK Prime Minister

2️⃣ RSV respiratory virus

3️⃣ Hurricane Roslyn

4️⃣ Trump tax fraud trial

5️⃣ Diwali

https://t.co/k9IDBDhEAt",3351.0,health
75,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"A common respiratory virus is spreading at unusually high levels, overwhelming children’s hospitals. Here’s what parents need to know. https://t.co/wDuHDDfsmd",3371.0,health
76,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"A common respiratory virus is spreading at unusually high levels, overwhelming children’s hospitals. Here’s what parents need to know https://t.co/reZVMZQJsv",3448.0,health
77,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"Dr. Rochelle Walensky, director of the CDC, tested positive for Covid-19 and has mild symptoms https://t.co/PHXqf7dHdy",3473.0,health
78,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,More than a third of high school students in the United States experienced poor mental health at least most of the time during the Covid-19 pandemic. https://t.co/wC9Us7OHdE,3488.0,health
79,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"Drugmaker Pfizer said that as government contracts come to an end, possibly by early next year, its Covid-19 vaccine will be sold for $110 to $130 per dose https://t.co/Byt45PQ36O",3506.0,health
80,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"Dozens of federal officials made lucrative stock and mutual fund trades in early 2020 as the government was preparing for the onslaught of Covid-19, according to a Wall Street Journal report https://t.co/lFXOooVrqe",3532.0,health
81,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"A common respiratory virus is spreading at unusually high levels, overwhelming children’s hospitals. Here’s what parents need to know https://t.co/OShWgMxsJx",3577.0,health
82,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,A surge in respiratory illnesses among children is beginning to put a strain on hospitals. CNN's Medical Correspondent @drtaranarula explains. Watch here: https://t.co/ZiHp56XwXK,3585.0,health
83,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"Here are five things you need to know today 👇

1⃣ Liz Truss resigns as UK PM

2⃣ Sanctions on Iran

3⃣ New Covid-19 variants

4⃣ Student loan forgiveness

5⃣ Officer investigated over Uvalde response https://t.co/wBtzSqWKut",3601.0,health
84,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"Health-care providers are being urged to screen pregnant women for domestic violence, as women in the United States are more likely to be murdered during pregnancy or postpartum than to die of common obstetric causes such as high blood pressure. https://t.co/OI6RfwIeV7",3619.0,health
85,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"Should your child get a Covid-19 booster vaccine? CNN Medical Analyst @DrLeanaWen shares what you should consider when making the decision.
https://t.co/qpgLgSDhly",3630.0,health
86,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"Covid-19 vaccines are going to be part of recommended immunization schedules in 2023 for both children and adults, but that doesn’t make the vaccines mandatory, the US CDC says. https://t.co/HBsMbIAz0z",3635.0,health
87,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"People can now choose their sex marker in their Social Security records without providing medical or legal records of their sex designation, the Social Security Administration says.  https://t.co/3A0guTsoLK",3647.0,health
88,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"More Americans are getting their Covid-19 updated booster shots, new data shows, but Biden administration officials caution the recent uptake is still not enough https://t.co/ETNIsopx1s",3660.0,health
89,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"Many more survivors of sexual assault are seeking emergency medical care, but still represent a fraction of all assaults reported to law enforcement. https://t.co/pF9PbRzm93",3671.0,health
90,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"A flurry of new Covid-19 variants appears to be gaining traction globally, raising fears of a winter surge. https://t.co/K3iECGp9Nb",3686.0,health
91,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,A large new study suggests that people aged 50 and older who sleep five hours or less at night have a greater risk of developing multiple chronic diseases. This is what sleep experts recommend for a better night's rest 👇 https://t.co/7f6vrXpOAA https://t.co/yy6P4UAdHC,3713.0,health
92,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,Pennsylvania Democratic Senate nominee John Fetterman released a new medical report from his primary care physician. https://t.co/lY5VIWs0eD,3719.0,health
